latitude,longitude,risk_level
48.840137748275865,2.3560735999999998,0.63
48.840137748275865,2.358716,0.53
48.84166601034483,2.3560735999999998,0.71
48.84166601034483,2.358716,0.64
48.84166601034483,2.3613584,0.7
48.8431942724138,2.3560735999999998,0.79
48.8431942724138,2.358716,0.74
48.8431942724138,2.3613584,0.56
48.8431942724138,2.3640008,0.24
48.8431942724138,2.3666432,0.56
48.84472253448276,2.3560735999999998,0.83
48.84472253448276,2.358716,0.54
48.84472253448276,2.3613584,0.11
48.84472253448276,2.3640008,0.42
48.84472253448276,2.3666432,0.55
48.84472253448276,2.3692856,0.64
48.84625079655172,2.3560735999999998,0.85
48.84625079655172,2.358716,0.51
48.84625079655172,2.3613584,0.26
48.84625079655172,2.3640008,0.25
48.84625079655172,2.3666432,0.32
48.84625079655172,2.3692856,0.53
48.84625079655172,2.371928,0.42
48.84625079655172,2.3745704,0.8
48.84777905862069,2.3560735999999998,0.86
48.84777905862069,2.358716,0.75
48.84777905862069,2.3613584,0.4
48.84777905862069,2.3640008,0.5
48.84777905862069,2.3666432,0.66
48.84777905862069,2.3692856,0.4
48.84777905862069,2.371928,0.52
48.84777905862069,2.3745704,0.28
48.84777905862069,2.3772127999999997,0.55
48.849307320689654,2.3560735999999998,0.92
48.849307320689654,2.358716,0.81
48.849307320689654,2.3613584,0.18
48.849307320689654,2.3640008,0.38
48.849307320689654,2.3666432,0.62
48.849307320689654,2.3692856,0.65
48.849307320689654,2.371928,0.67
48.849307320689654,2.3745704,0.42
48.849307320689654,2.3772127999999997,0.31
48.849307320689654,2.3798551999999997,0.25
48.849307320689654,2.3824975999999998,0.64
48.85083558275862,2.3560735999999998,0.94
48.85083558275862,2.358716,0.8
48.85083558275862,2.3613584,0.16
48.85083558275862,2.3640008,0.32
48.85083558275862,2.3666432,0.51
48.85083558275862,2.3692856,0.54
48.85083558275862,2.371928,0.56
48.85083558275862,2.3745704,0.5
48.85083558275862,2.3772127999999997,0.34
48.85083558275862,2.3798551999999997,0.27
48.85083558275862,2.3824975999999998,0.25
48.85083558275862,2.38514,0.54
48.852363844827586,2.3560735999999998,0.96
48.852363844827586,2.358716,0.73
48.852363844827586,2.3613584,0.48
48.852363844827586,2.3640008,0.33
48.852363844827586,2.3666432,0.43
48.852363844827586,2.3692856,0.45
48.852363844827586,2.371928,0.48
48.852363844827586,2.3745704,0.49
48.852363844827586,2.3772127999999997,0.43
48.852363844827586,2.3798551999999997,0.36
48.852363844827586,2.3824975999999998,0.25
48.852363844827586,2.38514,0.35
48.852363844827586,2.3877824,0.16
48.85389210689655,2.3560735999999998,0.85
48.85389210689655,2.358716,0.67
48.85389210689655,2.3613584,0.64
48.85389210689655,2.3640008,0.61
48.85389210689655,2.3666432,0.54
48.85389210689655,2.3692856,0.4
48.85389210689655,2.371928,0.44
48.85389210689655,2.3745704,0.53
48.85389210689655,2.3772127999999997,0.48
48.85389210689655,2.3798551999999997,0.34
48.85389210689655,2.3824975999999998,0.28
48.85389210689655,2.38514,0.39
48.85389210689655,2.3877824,0.66
48.85389210689655,2.3904248,0.65
48.85389210689655,2.3930672,0.56
48.85542036896552,2.3402192,0.38
48.85542036896552,2.3560735999999998,0.62
48.85542036896552,2.358716,0.53
48.85542036896552,2.3613584,0.65
48.85542036896552,2.3640008,0.73
48.85542036896552,2.3666432,0.71
48.85542036896552,2.3692856,0.51
48.85542036896552,2.371928,0.4
48.85542036896552,2.3745704,0.51
48.85542036896552,2.3772127999999997,0.47
48.85542036896552,2.3798551999999997,0.32
48.85542036896552,2.3824975999999998,0.27
48.85542036896552,2.38514,0.46
48.85542036896552,2.3877824,0.33
48.85542036896552,2.3904248,0.34
48.85542036896552,2.3930672,0.52
48.85542036896552,2.3957095999999996,0.46
48.856948631034484,2.3402192,0.64
48.856948631034484,2.3428616,0.99
48.856948631034484,2.3560735999999998,0.39
48.856948631034484,2.358716,0.4
48.856948631034484,2.3613584,0.53
48.856948631034484,2.3640008,0.69
48.856948631034484,2.3666432,0.74
48.856948631034484,2.3692856,0.68
48.856948631034484,2.371928,0.45
48.856948631034484,2.3745704,0.44
48.856948631034484,2.3772127999999997,0.44
48.856948631034484,2.3798551999999997,0.3
48.856948631034484,2.3824975999999998,0.31
48.856948631034484,2.38514,0.44
48.856948631034484,2.3877824,0.52
48.856948631034484,2.3904248,0.1
48.856948631034484,2.3930672,0.21
48.85847689310345,2.3402192,0.81
48.85847689310345,2.3428616,0.73
48.85847689310345,2.3560735999999998,0.34
48.85847689310345,2.358716,0.34
48.85847689310345,2.3613584,0.41
48.85847689310345,2.3640008,0.64
48.85847689310345,2.3666432,0.73
48.85847689310345,2.3692856,0.65
48.85847689310345,2.371928,0.62
48.85847689310345,2.3745704,0.35
48.85847689310345,2.3772127999999997,0.39
48.85847689310345,2.3798551999999997,0.29
48.85847689310345,2.3824975999999998,0.38
48.85847689310345,2.38514,0.43
48.85847689310345,2.3877824,0.53
48.85847689310345,2.3904248,0.22
48.860005155172416,2.3375768,0.66
48.860005155172416,2.3402192,0.69
48.860005155172416,2.3428616,0.67
48.860005155172416,2.345504,0.61
48.860005155172416,2.3560735999999998,0.34
48.860005155172416,2.358716,0.29
48.860005155172416,2.3613584,0.33
48.860005155172416,2.3640008,0.58
48.860005155172416,2.3666432,0.72
48.860005155172416,2.3692856,0.66
48.860005155172416,2.371928,0.61
48.860005155172416,2.3745704,0.46
48.860005155172416,2.3772127999999997,0.35
48.860005155172416,2.3798551999999997,0.3
48.860005155172416,2.3824975999999998,0.4
48.860005155172416,2.38514,0.45
48.860005155172416,2.3877824,0.52
48.86153341724138,2.3375768,0.55
48.86153341724138,2.3402192,0.67
48.86153341724138,2.3428616,0.67
48.86153341724138,2.345504,0.62
48.86153341724138,2.3481464,0.55
48.86153341724138,2.3560735999999998,0.37
48.86153341724138,2.358716,0.35
48.86153341724138,2.3613584,0.33
48.86153341724138,2.3640008,0.48
48.86153341724138,2.3666432,0.69
48.86153341724138,2.3692856,0.62
48.86153341724138,2.371928,0.56
48.86153341724138,2.3745704,0.44
48.86153341724138,2.3772127999999997,0.31
48.86153341724138,2.3798551999999997,0.3
48.86153341724138,2.3824975999999998,0.58
48.86153341724138,2.38514,0.69
48.86153341724138,2.3877824,0.11
48.86306167931035,2.3375768,0.61
48.86306167931035,2.3402192,0.38
48.86306167931035,2.3428616,0.65
48.86306167931035,2.345504,0.6
48.86306167931035,2.3481464,0.54
48.86306167931035,2.3560735999999998,0.42
48.86306167931035,2.358716,0.43
48.86306167931035,2.3613584,0.34
48.86306167931035,2.3640008,0.42
48.86306167931035,2.3666432,0.61
48.86306167931035,2.3692856,0.58
48.86306167931035,2.371928,0.51
48.86306167931035,2.3745704,0.38
48.86306167931035,2.3772127999999997,0.26
48.86306167931035,2.3798551999999997,0.46
48.86306167931035,2.3824975999999998,0.45
48.86306167931035,2.38514,0.8
48.864589941379315,2.3375768,0.39
48.864589941379315,2.3402192,0.46
48.864589941379315,2.3428616,0.65
48.864589941379315,2.345504,0.63
48.864589941379315,2.3481464,0.57
48.864589941379315,2.3507888,0.52
48.864589941379315,2.3560735999999998,0.48
48.864589941379315,2.358716,0.47
48.864589941379315,2.3613584,0.44
48.864589941379315,2.3640008,0.41
48.864589941379315,2.3666432,0.58
48.864589941379315,2.3692856,0.55
48.864589941379315,2.371928,0.47
48.864589941379315,2.3745704,0.33
48.864589941379315,2.3772127999999997,0.27
48.864589941379315,2.3798551999999997,0.46
48.864589941379315,2.3824975999999998,0.51
48.86611820344828,2.3375768,0.59
48.86611820344828,2.3402192,0.32
48.86611820344828,2.3428616,0.58
48.86611820344828,2.345504,0.63
48.86611820344828,2.3481464,0.54
48.86611820344828,2.3507888,0.52
48.86611820344828,2.3534312,0.51
48.86611820344828,2.3560735999999998,0.5
48.86611820344828,2.358716,0.5
48.86611820344828,2.3613584,0.5
48.86611820344828,2.3640008,0.49
48.86611820344828,2.3666432,0.58
48.86611820344828,2.3692856,0.49
48.86611820344828,2.371928,0.44
48.86611820344828,2.3745704,0.31
48.86611820344828,2.3772127999999997,0.63
48.86611820344828,2.3798551999999997,0.25
48.86764646551724,2.3349344000000003,0.48
48.86764646551724,2.3375768,0.38
48.86764646551724,2.3402192,0.42
48.86764646551724,2.3428616,0.46
48.86764646551724,2.345504,0.59
48.86764646551724,2.3481464,0.54
48.86764646551724,2.3507888,0.54
48.86764646551724,2.3534312,0.5
48.86764646551724,2.3560735999999998,0.52
48.86764646551724,2.358716,0.57
48.86764646551724,2.3613584,0.58
48.86764646551724,2.3640008,0.56
48.86764646551724,2.3666432,0.56
48.86764646551724,2.3692856,0.5
48.86764646551724,2.371928,0.38
48.86764646551724,2.3745704,0.28
48.86764646551724,2.3772127999999997,0.87
48.869174727586206,2.3349344000000003,0.25
48.869174727586206,2.3375768,0.71
48.869174727586206,2.3402192,0.41
48.869174727586206,2.3428616,0.68
48.869174727586206,2.345504,0.4
48.869174727586206,2.3481464,0.52
48.869174727586206,2.3507888,0.53
48.869174727586206,2.3534312,0.53
48.869174727586206,2.3560735999999998,0.6
48.869174727586206,2.358716,0.63
48.869174727586206,2.3613584,0.59
48.869174727586206,2.3640008,0.6
48.869174727586206,2.3666432,0.59
48.869174727586206,2.3692856,0.51
48.869174727586206,2.371928,0.35
48.869174727586206,2.3745704,0.38
48.87070298965517,2.3349344000000003,0.65
48.87070298965517,2.3375768,0.35
48.87070298965517,2.3402192,0.67
48.87070298965517,2.3428616,0.55
48.87070298965517,2.345504,0.51
48.87070298965517,2.3481464,0.47
48.87070298965517,2.3507888,0.45
48.87070298965517,2.3534312,0.53
48.87070298965517,2.3560735999999998,0.61
48.87070298965517,2.358716,0.66
48.87070298965517,2.3613584,0.7
48.87070298965517,2.3640008,0.66
48.87070298965517,2.3666432,0.57
48.87070298965517,2.3692856,0.47
48.87070298965517,2.371928,0.3
48.87070298965517,2.3745704,0.7
48.87223125172414,2.345504,0.56
48.87223125172414,2.3481464,0.38
48.87223125172414,2.3507888,0.39
48.87223125172414,2.3534312,0.56
48.87223125172414,2.3560735999999998,0.64
48.87223125172414,2.358716,0.66
48.87223125172414,2.3613584,0.72
48.87223125172414,2.3640008,0.67
48.87223125172414,2.3666432,0.6
48.87223125172414,2.3692856,0.43
48.87223125172414,2.371928,0.67
48.873759513793104,2.3613584,0.46
48.873759513793104,2.3640008,0.72
48.873759513793104,2.3666432,0.6
48.873759513793104,2.3692856,0.4
